key,en,es,fr,ja,ka,pt,ru,uk
"[wave][center]That's a funny name!
Here, catch!","[wave][center]That's a funny name!
Here, catch!",,,"[wave][center]面白い名前だね！
ほれっ！",,"[wave][center]Que nome engraçadinho!
Aqui, pega!",[wave][center]Смешное имя! Лови!,
Biggest Fan,Biggest Fan,El Más Grande Fan,Plus Grand Fan,一番のファン,უდიდესი ფანი,Maior Fã,Самый преданный фанат,
"The Allele bounces with important biological information, excited to pass it all on!","The Allele bounces with important biological information, excited to pass it all on!",,,アレーレは貴重な生物学の情報を持っている。それを全て共有したく、ワクワクしている。,,"O Alelo vibra com dados biológicos importante, animada para passar todos eles para frente!","Аллель прыгает, желая передать важную биологическую информацию! ",
Heart of a Child,Heart of a Child,,,子どもの心,,Coração de uma Criança,Сердце Ребёнка,
"The Rust Mother is doing her duties diligently still.
Whirring and clanking on the inside as she flows a mixture of oxides and carbon through her veins and into the greater world.","The Rust Mother is doing her duties diligently still.
Whirring and clanking on the inside as she flows a mixture of oxides and carbon through her veins and into the greater world.",,,ラストマザーも一生懸命仕事をしてるんだ。酸化物と炭素を体内で調合しより良い世界を作ってるんだ！,,"Ainda assim a Mãe Ferrugem cumpre com suas obrigações caprichosamente.
Zumbindo e estralando por dentro enquanto ela mistura inúmeros óxidos e carbonos pelas suas veias e então para o mundo.","Ржавая Матерь старательно выполняет свои задачи.
Смесь оксидов и углеродов течёт по её венам во внешний мир, а внутри у неё всё звенит и жужжит.",
The old progeny holder swings and dangles preciously.,The old progeny holder swings and dangles preciously.,,,古い子孫を抱える者が左右に揺れ動いている。,,"O antigo detentor da prole balança e balança, preciosamente.",Старый держатель потомства болтается и покачивается.,
"[center][wave]Did you know that everyone has special powers
and they've kept it a secret from me my entire life
","[center][wave]Did you know that everyone has special powers
and they've kept it a secret from me my entire life
","[center][wave]Sabías que todos tienen poderes especiales
y durante toda mi vida los han mantenido en secreto","[center][wave]Est-ce que tu savais que tout le monde a des pouvoirs secrets 
et qu'on me l'a caché pendant toute ma vie ",[center][wave]みんな特別な力を持っているのに、それを誰も教えてくれなかった。,"[center][wave]იცოდი, რომ ყველას აქვს განსაკუთრებული ძალები და მთელი ჩემი ცხოვრება ეს ჩემგან საიდუმლოდ დატოვეს",[center][wave]Você sabia que todo mundo tem poderes especiais e que eles mantiveram isso em segredo de mim por toda a minha vida,"[center][wave]Знаешь ли ты, что у всех есть суперспособности, и они всю жизнь скрывали это от меня",
The Thrait woman is conflicted.,The Thrait woman is conflicted.,,,スレイトの女性が悩んでいる。,,A Mulher Thrait está atormentada.,Трейт в смятении.,
The symbol person looks awfully twee for a character with no face.,The symbol person looks awfully twee for a character with no face.,,,印の人間は顔がない割には美しく見える。,,A pessoa símbolo parece estranhamente delicada para um caráter sem face.,Человек-Символ выглядит слишком элегантно для безликого персонажа.,
"The Innerman feels like a good educational experience, you can learn so much from touching the insides!","The Innerman feels like a good educational experience, you can learn so much from touching the insides!",,,"インナーマンのおかげでかなりいい勉強げできそうだ。
中身を触るだけで多くのことを覚えられそうだ。",,"O Homeminterno serve como uma boa experiência educacional, você consegue aprender tanto por tocar o seu interior!","Выглядит, как замечательный образец для изучения. Так много можно узнать, трогая его внутренности!",
[wave]2. Children's Hospital,[wave]2. Children's Hospital,[wave]2. Hospital de Niños,[wave]2. Hôpital pour enfants,[wave]２.小児病院,[wave]2. საბავშვო სავადმყოფო,[wave]2. Hospital Infantil,[wave]2. Детская больница,
"And if it is such a big secret, why is it so easy to go down there?
Sick fucks.","And if it is such a big secret, why is it so easy to go down there?
Sick fucks.","Y ¿por qué si es un secreto tan grande, es tan fácil llegar hasta ahí abajo? Enfermos de mierda.","Et si ça cache un si grand secret, pourquoi est-il si facile d'y descendre ?  Putains de malades.","そんなに隠したいなら、なぜこんなに簡単に入れるんだ？！
バカどもめ。","და თუ ასეთი დიდი საიდუმლოა, რატომ არის ასეთის ადვილი იქ ჩასვლა?
ავადმყოფი ნაძირლები.","E se é tanto um grande segredo, por que é tão fácil ir lá dentro?
Doentes da merda.","И раз скрывать есть что, то почему туда так легко попасть?
Больные ублюдки.
",
Warmth.,Warmth.,,,温もり。,,Fervor.,Тепло.,
"The Thrait woman looks very hungry, but more than that, she looks worried.","The Thrait woman looks very hungry, but more than that, she looks worried.","La mujer Thrait se ve bastante hambrienta pero, además, parece preocupada.","La Femme Rapiécée à l'air d'avoir très faim, mais plus que ça, elle semble inquiète. ",スレイト人女性はお腹が空いているみたいだけど、だがそれ以上に不安そうだ。,"ტრაიტ ქალი მშივრად, მაგრამ ამაზე მეტად, შეშფოთებულად გამოიყურება.","A mulher Thrait parece bem faminta, mas acima de tudo, parece muito preocupada.",Трейт очень голодна. Но ещё больше она взволнована. ,
"[center] If you are inside, stay inside.","[center] If you are inside, stay inside.",,,[center]なるべく外に出るのは避けてください。,,"[center] Se você está dentro, fique dentro.","[center]Если вы в здании, то не покидайте его. ",
"Ah... now that's better... Take a look, the grand sphincter has finally opened for us once again...","Ah... now that's better... Take a look, the grand sphincter has finally opened for us once again...",,,あ～・・・それで良い・・・見てみな、またグランドスフィンクターが私たちのために開いてくれた・・・,,"Ah... isso é o que é de bom... Veja, o grande esfíncter finalmente abriu para nós novamente...","Ах... Так-то лучше... Взгляни, великий сфинктер наконец-то снова открыт для нас.",
<MISSING KEY Sewer2>,Sewer2,,,下水道２,,,,
<MISSING KEY Sewer3>,Sewer3,,,下水道３,,,,
[center]and I could end up anywhere I wanted to go.,[center]and I could end up anywhere I wanted to go.,,,[center]どこにでも行ける気分だった。,,[center]e que pudesse chegar a qualquer lugar que quisesse.,"[center]И оказаться где угодно, где захочу.",
"Oh hello, I've been expecting you.
Tell me, do you prefer pythons, or constrictors?
There are so many kinds of snakes, each more wonderful than the last.
Hm, am I needed? I will head there now.","Oh hello, I've been expecting you.
Tell me, do you prefer pythons, or constrictors?
There are so many kinds of snakes, each more wonderful than the last.
Hm, am I needed? I will head there now.",,,"こんにちは。君のことを待ってたよ。
教えてくれ、パイソンとコンストリクターのどっちがいい？
蛇の種類は数えきれないほどある。全部美しいんだ。",,"Ah olá, estava esperando você.
Diga-me, você prefere pítons, ou constritores?
Há tantos tipos de cobras, cada uma mais maravilhosa que a outra.
Hm, eu sou necessária? Irei lá agora.","Здравствуйте, я вас ждала. 
Скажите, вы предпочитаете питонов или удавов? 
Существует так много видов змей, и каждый прекраснее предыдущего. 
Хм, я нужна? Сейчас же отправлюсь.",
"Hard structures are all around us.
What is a building?","Hard structures are all around us.
What is a building?",,,硬い建造物に囲まれている。ビルとはなんだ？,,"Estruturas rígidas estão sempre ao nosso redor. 
O que é uma construção?","Нас окружают строения.
Что есть здание?",
"An old, dusty TV set.","An old, dusty TV set.",Una vieja y polvorienta televisión.,Un vieux et poussiéreux poste de télévision.,古くてボロいテレビ。,ძველი მტვრიანი ტელევიაზორი,Uma velha e empoeirada TV.,"Старый, пыльный телевизор.",
"Augh! 
You startled me. This holy place has been overrun by those sparkle-eyed freaks. I can barely do anything to keep them away.","Augh! 
You startled me. This holy place has been overrun by those sparkle-eyed freaks. I can barely do anything to keep them away.","¡Au!
Me asustaste. Este lugar sagrado fue invadido por esos chiflados de ojos brillantes. Apenas puedo hacer algo para mantenerlos fuera de aquí.","Ah !
Tu m'as fait peur. Ce lieu saint a été submergé par ces monstres aux yeux scintillants. J'arrive a peine a les éloigner. ","うわ！！！ 
驚いた。この聖地はそのデカ目のバケモンに乗っ取られてるんだ。何をしても出てくれないんだ。","ააა!
შემაშინე. ეს წმინდა ადგილი გადავსებულია იმ ბრჭყვიალა-თვალება გიჟებით. თითქმის არაფერი შემიძლია თავის ასარიდებლად.","Ei! 
Você me assustou. Este lugar sagrado está cheio daqueles vermes de olhos brilhantes. Eu mal consigo fazer algo pra manter eles fora daqui.","Аа!
Ты меня напугала. Это священное место теперь кишит уродами с блестящими глазами, и мне с трудом удаётся их сдерживать.",
"The building bed looks out at the moon fondly, and remembers a time when there was no moon in the sky.","The building bed looks out at the moon fondly, and remembers a time when there was no moon in the sky.",,,ビルディングベッドは月を眺め、昔空に月がなかった頃の記憶を思い出している。,,"O Berço de Edifícios carinhosamente olha para a lua, e se lembra de um tempo onde ainda não havia nenhuma lua no céu.","Фундамент нежно смотрит на Луну, и вспоминает времена, когда той в небе не было.",
[center]The insect may appear to you as a human. It is not.,[center]The insect may appear to you as a human. It is not.,,,[center]虫の生物は人間の姿で現れる可能性もあります。気をつけてください。,,[center]O inseto pode aparecer a você como um humano. Ele não é.,[center]Насекомое может показаться вам человеком. Это не человек. ,
[wave]1. Sewage Treatment,[wave]1. Sewage Treatment,[wave]1. Tratamiento de aguas residuales,[wave]1. Station d'Épuration,[wave]１. 下水処理場,[wave]1. კანალიზაციის დამუშავება,[wave]1. Tratamento de Esgoto,[wave]1. Очистная станция,
"[center]If you're calling for our guest, he's currently asleep...","[center]If you're calling for our guest, he's currently asleep...",,,[center]ゲストに用件があるなら今は寝てるからちょっと・・・,,"[center]Se você está chamando por nosso hóspede, ele está dormindo por enquanto...","[center]Если вы звоните гостю, в данный момент он спит...",
"The symbol person is rugged and wet, and feels like a cave wall and air at the same time.","The symbol person is rugged and wet, and feels like a cave wall and air at the same time.",,,印の人間はざらざらしていて濡れている。まるで空気、もしくは洞窟の壁みたいだ。,,"A pessoa símbolo é áspera e molhada, e sente-se como uma parede de caverna e ar ao mesmo tempo.",Человек-Символ грубый и влажный. На ощупь словно стена пещеры и воздух одновременно.,
"Rust like milk, rust like a lifeblood,
rust is the most you can really make in the world!
After a while, even brains become rust, don't you think?

Remember, rust is a currency.","Rust like milk, rust like a lifeblood,
rust is the most you can really make in the world!
After a while, even brains become rust, don't you think?

Remember, rust is a currency.",,,"牛乳のような錆び、血のような錆び。
この世で錆びより多いものはない！
時間が経てば脳すら錆びになるんだ。",,"Enferruje como leite, enferruje como a seiva da vida, a ferrugem é o melhor que você pode fazer no mundo!
Afinal, até os cérebros eventualmente enferrujam, não é?

Lembre-se, ferrugem é algo valioso.","Ржавчина – молоко, ржавчина – кровь. Ржавчина – самое важное, что есть в мире!
Со временем даже мозг превращается в ржавчину.
Запомни – ржавчина это валюта.",
"I remember when I was young.
We would run around these stone halls. Ahh... they were so beautiful.
Can you imagine that?
It seems so long ago... but I remember the smell of the fresh air.","I remember when I was young.
We would run around these stone halls. Ahh... they were so beautiful.
Can you imagine that?
It seems so long ago... but I remember the smell of the fresh air.",,,"若い頃のことを覚えている。
この石の道の上をよく走ってた。あ～・・・本当に美しかった。
想像できるか？
あんなに昔のことなのにあの頃の空気のにおいを未だに覚えている。",,"Eu lembro de quando era jovem. Nós corríamos por todos esses corredores de pedra. Ah.. eles eram tão bonitos. 
Você tem ideia disso? 
Parece que faz tanto tempo, mas eu ainda me lembro do cheiro de ar fresco.","Когда мы были маленькими, мы бегали по этим каменным залам. Ах...
Представляешь, какими прекрасными они были?
Кажется, это было так давно, но я ещё помню запах свежего воздуха.",
"Medallion Man has been given a very boring job, and has had a pay cut. He feels really happy about both of these things!","Medallion Man has been given a very boring job, and has had a pay cut. He feels really happy about both of these things!",,,メダリオンマンにはかなりつまらない仕事が与えられた上に、給料が減った。なぜかこれについて喜んでいる。,,"O Homem Medalhão foi comtemplado com um trabalho entendiante, e ainda teve um corte de salário. Ele se sente muito feliz com ambas situações!","У Медальнного мужчины очень скучная работа, так ещё и с пониженной зарплатой.",
"Oh Boy Oh Boy!
Do you think I can be your good boy?
Can I be your little good boy??","Oh Boy Oh Boy!
Do you think I can be your good boy?
Can I be your little good boy??",,,"おっとおっと！
君のお利口さんになれるかな？
なってもいいかな？",,"Ah é, Ah é!
Você acha que eu posso ser seu bom garoto?
Eu posso ser seu bom garotinho??","О да, о да!
Могу я быть твоим хорошим мальчиком?
Маленьким, хорошим мальчиком??",
"[center][wave]
or Psychopomp for short
","[center][wave]
or Psychopomp for short
","[center][wave] 
o Psychopomp para abreviar",[center][wave]ou Psychopomp pour faire court ,"[center][wave]
だがそれだと長すぎるから「サイコポンプ」と呼んでいる。",[center][wave]ან მოკლედ საიკოპომპი,[center][wave]ou Psychopomp para abreviar,"[center][wave]Или Психопомп, если кратко",
The Thrait elder is too focused for your little games.,The Thrait elder is too focused for your little games.,,,スレイトの老人は君のゲームに集中している。,,A Thrait anciã está concentrada de mais pra se preocupar com suas brincadeiras.,Трейт-Старейшина слишком сосредоточена.,
"The woman wears a flowing cloak.
Under the fabric, you can hear the sounds of taught, slick leathery skin surfaces running against each other.","The woman wears a flowing cloak.
Under the fabric, you can hear the sounds of taught, slick leathery skin surfaces running against each other.",,,"女性がクロークを着ている。
布の下にある皮膚と皮膚が擦りあう音が聞こえる。",,"A mulher veste um manto esvoaçante.
Debaixo do tecido, você pode ouvir os sons de superfícies de pele coriácea, lisa e ensinada correndo uma contra a outra.",Женщина одета в струящийся плащ. Под ним слышны звуки трения тугих и скользких поверхностей кожи.,
"[wave][center]Aberrant Location:
Nature","[wave][center]Aberrant Location:
Nature",,,[wave][center]異常な空間：自然,,"[wave][center]Local Aberrante:
Natureza",[wave][center]Аномальная Локация: Природа,
"It almost instantly wriggles out of your grasp, and begins dancing again.","It almost instantly wriggles out of your grasp, and begins dancing again.","Casi instantáneamente se escapa de tu alcance, y empieza a bailar de nuevo.","Il se libère presque instantanément de ta poigne, et commence à danser de nouveau. ",すぐに手を振りほどき、再び踊り始めた。,"თითქმის ეგრევე თავს აღწევს შენ ხელს, და თავიდან იწყებს ცეკვას.","Ele quase instantaneamente se contorce fora do seu alcance, e começa a dançar de novo.",Он почти сразу выбирается из твоей хватки и продолжает танцевать.,
Nurse KeyCard,Nurse KeyCard,,,ナース鍵,,Cartão-chave de Enfermeira,Ключ-Карта Медсестры,
"The nurse feels dry and warm to the touch.
She really cares about you!","The nurse feels dry and warm to the touch.
She really cares about you!","La enfermera se siente seca y cálida al tacto.
¡Ella realmente se preocupa por ti!",L'infirmière est sèche et chaleureuse au toucher. Elle t'aime vraiment ! ,"看護師を触ると、乾燥していて温かい。
彼女は本当に君のことを気にかけている！","ექთანი შესახებად ხმელი და თბილია.
ის ნამდვილად ზრუნავს შენზე!","A enfermeira sente-se seca e quente ao toque.
Ela realmente se importa com você!",Медсестра сухая и тёплая на ощупь. Она правда о тебе заботится!,
"[center]I can't stand the way they crunch, the way they smell...","[center]I can't stand the way they crunch, the way they smell...",,,[center]音も臭いも無理だ。,,"[center]Não consigo aguentar o modo que trituram, o modo que cheiram...","[center]Не могу слушать их хруст, чувствовать их запах...",
[center][wave]and told me they would redistribute you,[center][wave]and told me they would redistribute you,[center][wave]y me dijeron que ellos te distribuirían,[center][wave]Et ils m'ont dit qu'ils te redistribueraient ,[center][wave]臓器を色々な場所に再び配ると言った,[center][wave]და მითხრეს რომ გადაგანაწილებდნენ,[center][wave]e te redistribuir tanto insistia,[center][wave]И что поделят тебя на всех,
[wave]4. Hard Structure,[wave]4. Hard Structure,,,[wave] 硬い建造物,,[wave]4. Estrutura Rígida,[wave]4. Жёсткая Структура,
"Especially these little puppets.
They're BORING. Not like the real thing.","Especially these little puppets.
They're BORING. Not like the real thing.","Especialmente esas pequeñas marionetas.
Son ABURRIDAS. No son como la cosa real.","Et ce ne sont pas ces petites marionnettes qui font faire l'affaire.
Qu'est-ce qu'elles sont ENNUYANTES. Pas comme les vraies. ","特にこの小さな人形。
つまらないな。本物とまったく違う。","განსაკუთრებით ეს პატარა თოჯინები.
მოსაწყენები არიან. არ გავს ნამდვილს.","Especialmente esses pequenos bonecos. 
Eles são CHATOS. Não são como a coisa real.",И куклы эти. Они СКУЧНЫЕ. Не как настоящие.,
"Nice work! Look at those fuckers drop. I'd say you deserve a reward for your hard work. There's an egg-like thing you might like, down under the buildings. I for one hate eggs, they give me the heebie jeebies.","Nice work! Look at those fuckers drop. I'd say you deserve a reward for your hard work. There's an egg-like thing you might like, down under the buildings. I for one hate eggs, they give me the heebie jeebies.",,,"よくやった！死んでいく姿を見ろ！頑張ってくれたから褒美をやる。
あの卵をやる。私は卵が嫌いなんだけどね。",,"Bom trabalho! Olha pra esses fudidos morrendo. Eu diria que você merece uma recompensa pelo seu esforço. Pegue aquele ovo, lá em baixo. Pessoalmente, eu odeio ovos, eles me deixam arrepiado.","Отличная работа! Глянь, как эти ублюдки посыпались. Думаю, ты заслуживаешь награду. Возьми то яйцо, снизу. Я, например, ненавижу яйца. У меня от них мурашки.",
"[center]After the humans went extinct, the Thraits evolved.","[center]After the humans went extinct, the Thraits evolved.",,,[center]人間が絶滅した後は、スレイトが進化したんだ。,,"[center]Depois dos humanos irem extintos, os Thraits evoluiram.","[center]После вымирания людей, началась эра Трейтов.",
Load Mods,Load Mods,,,モッドを読み込む,,Carregar Mods,Загр. Модов,
Psychopomp Efficiency currently at 0%.,Psychopomp Efficiency currently at 0%.,,,Psychopomp効率は現在0%。,,Eficiência do Psychopomp atualmente em 0%.,"В настоящее время, эффективность Психопомп составляет 0%.",
Wet and Jelly Movement.,Wet and Jelly Movement.,,,びしょびしょでゼラチンのような動き。,,Movimentos Molhados e Gelatinosos.,Мокрое и желейное движение.,
"We are Living Symbols. We were born of one of the four aspects. The deepest aspect.
This makes us the guardians of this world. We will decide what goes through, what comes to pass.
It is our right.","We are Living Symbols. We were born of one of the four aspects. The deepest aspect.
This makes us the guardians of this world. We will decide what goes through, what comes to pass.
It is our right.",,,我々は生きる印だ。四つの要素の一つから生まれている。最も深い要素だ。私たちはこの世界の守り神なんだ。世界に何を入れるか入れないかは我々が決める。これが私たちの権利なんだ。,,"Nós somos Símbolos Vivos. Fomos nascidos de um dos quatro aspectos. O aspecto mais profundo.
Isso nos torna guardiões desse mundo.
Nós decidimos o que passa, o que passará.
É o nosso direito.","Мы – Живые Символы. Мы рождены одним из четырёх аспектов, самым глубоким аспектом.
Это сделало нас стражами этого мира. Мы будем решать, что пройдёт, что сбудется. Это наше право.",
Human,Human,,,人間,,Humano,Человек,
The Nurse's warm interior is covered by a cold exterior.,The Nurse's warm interior is covered by a cold exterior.,El interior cálido de la Enfermera está cubierto de un exterior frío.,L'intérieur chaud de l'infirmière est recouvert par son extérieur froid. ,温かい内面は冷たい外面で隠されている。,ექთნის თბილი შიგნეული დაფარულია ცივი გარეკანით.,O quente interior da enfermeira está coberto por um gelado exterior.,Тёплый внутренний мир медсестры прикрыт холодным внешним. ,
"The Building Bed trickles a bit, in a frustrated way.","The Building Bed trickles a bit, in a frustrated way.",,,ビルディングベッドがイライラしているようだ。,,"O Berço de Edifícios pinga um pouco, de modo frustado.",Фундамент расстроенно подрагивает.,
"The kind of concrete you wanna lick, full of textures and holes.","The kind of concrete you wanna lick, full of textures and holes.","El tipo de concreto que quieres lamer, lleno de texturas y agujeros.","Elle est faite du genre de béton que tu veux lécher, remplie de textures et de trous. ",色々な地合いと穴があって舐めたくなるようなコンクリート。,"ისეთი ცემენტი როგორის ალოკვაც გინდა, სავსე ტექსტურებით და ხვრელებით.","O tipo de concreto que te faz querer lamber, cheio de texturas e buracos.","Такой бетон, который хочется лизнуть – дырявый и фактурный.",
"Through the smell of pencil wood and erasers, I can smell something new, a thick, iron smell. I'm getting close.","Through the smell of pencil wood and erasers, I can smell something new, a thick, iron smell. I'm getting close.","A través del olor de madera de lápiz y gomas de borrar, puedo olfatear algo nuevo, un espeso olor ferroso. Me estoy acercando.","A travers l'odeur de crayon à papier et de gommes, je peux sentir quelque chose de nouveau, une forte odeur de métal, j'y suis presque.",鉛筆の木と消しゴムの匂いに紛れた分厚い、鉄のような匂いがする。近くにある。,"ფანქრის ხის და საშლელის სუნში ახალი სუნი მცემს, სქელი, რკინის სუნი. ახლოს ვარ.","Através do cheiro de madeira de lápis e borrachas, eu consigo cheirar algo novo, um cheiro de ferro, espesso. Estou chegando perto.","Сквозь запах карандашей и ластика, я чую что-то новое. Тяжелый, металлический запах. Я приближаюсь.",
"Doctors will always smile at you when they say they cannot help you. Give them the copay and die more as they tell you that you aren't full of cancer, aren't full of incurable illnesses.","Doctors will always smile at you when they say they cannot help you. Give them the copay and die more as they tell you that you aren't full of cancer, aren't full of incurable illnesses.","Los doctores siempre te sonreirán cuando digan que no pueden ayudarte. Dales el copago y muere más mientras te dicen que no estás lleno de cáncer, lleno de enfermedades incurables.","Les docteurs te feront toujours un grand sourire quand ils disent qu'ils ne peuvent pas t'aider. Paye ta mutuelle et meurt encore plus pendant qu'ils te disent que tu n'es pas malade, que tu n'es pas plein de cancers, pas plein de maladies incurables.",医者は「君を助けられない」と言うと、いつもニヤニヤしてる。治療費を支払って、「君はがんで苦しんでいるわけでも、不治の病で苦しんでいるわけでもないんだよ」と言われて、徐々に死にちかづくんだ。,"ექიმები ყეველთვის გაგიღიმებენ როცა გეტყვიან რო ვერ დაგეხმარებიან. მიეცი ფული და უფრო მოკვდი როცა გეტყვიან რო არ ხარ სავსე კიბოთი, არ ხარ სავსე უკურნებელი დაავადებებით.","Médicos sempre sorriem pra você quando dizem que não podem te ajudar. Você os paga e continua a morrer cada vez mais enquanto eles te dizem que você não está cheio de câncer, que não está cheio de doenças incuráveis.","Врачи всегда улыбаются, когда говорят, что ничем не могут тебе помочь. Они будут уверять, что ты не болен раком и другими неизлечимыми болезнями, так что просто давай им побольше денег и мучайся дальше.",
"When nobody was looking, the Queen's Chrysalis hatched.
That means that she's out there, who knows where.
I can't help but fear. There are Vermin Dogs who would lead her astray.
I must have faith. The Queen will return.","When nobody was looking, the Queen's Chrysalis hatched.
That means that she's out there, who knows where.
I can't help but fear. There are Vermin Dogs who would lead her astray.
I must have faith. The Queen will return.","Cuando nadie estaba mirando, la Reina de las Crisálidas eclosionó.
Eso significa que ella está allí afuera, quién sabe dónde.
No puedo hacer nada más que temer. Hay Perros Alimaña que la llevarían por el mal camino.
Debo tener fe. La Reina regresará.","La chrysalide de la reine a éclos quand personne ne regardait.
Cela veut dire qu'elle est à l'extérieur, on ne sait où.  
Je ne peux pas m'empêcher d'avoir peur. Il y a des Parasites de Chiens qui veulent la tromper.  
Je dois garder foi en elle. La Reine reviendra. ","誰も見ていない間に、女王の蛹が孵化した。
つまり・・・女王はどこかで何かをしている。
怖くて仕方がない。迷わせる野良犬がいるから・・・
信じるしかない。女王が無事に帰るはずだ。","როცა არავინ უყურებდა, დედოფლის ქრიზალისი დამოიჩეკა.
ეს ნიშნავს რომ ის საღაც არის, ვინ იცის სად.
არ შემიძლია არ მეშინოდეს. არიან მავნებელი ძაღლები რომლებიც გზას აუბნევენ.
უნდა მჯეროდეს. დედოფალი დაბრუნდება.","Enquanto ninguém estava olhando, a Crisálida da Rainha chocou. Isso significa que ela está por ai, quem sabe onde. É difícil não ter medo. Há Cachorros Vermes que a descaminhariam. Eu devo ter fé. A Rainha irá retornar.","Пока никто не видел, Куколка Королевы вылупилась. 
Значит, она где-то среди нас. 
И мне страшно. Псы-вредители могут сбить её с пути. 
Я должна верить. Королева вернётся. 
",
"The Paragon is younger than the others, but
feels far more ancient in its own mind.","The Paragon is younger than the others, but
feels far more ancient in its own mind.",,,あのパラゴンは他のより若い。だがもっと昔から存在していると自覚している。,,"O Paragão é mais jovem que os outros, mas
se sente muito mais velho na sua própria mente.","Парагон младше остальных, но гораздо более древний в своём сознании.",
The Building Bed is surprisingly prickly.,The Building Bed is surprisingly prickly.,,,ビルデイングベッドがトゲトゲしている。,,O Berço de Construções é surpreendentemente espinhoso.,Фундамент удивительно колючий.,
You get no pleasure from touching Cleopatra.,You get no pleasure from touching Cleopatra.,No consigues placer por tocar a Cleopatra.,Tu n'éprouves aucun plaisir à toucher Cléopâtre. ,クレオパトラを触っても何の喜びもなかった。,არანაირ სიამოვნებას არ იღებ კლეოპატრას შეხებით.,Você não sente nenhum prazer por tocar Cleópatra.,Тебе неприятно трогать Клеопатру,
Other,Other,,,他,,Outros,,
"Here is where we make instructions.
Instructions for everything. Everything that has happened to you, everything you have ever done. It was all decided here.","Here is where we make instructions.
Instructions for everything. Everything that has happened to you, everything you have ever done. It was all decided here.",,,ここで説明書を作っている。君が今までやってきたことを含む全てのもののための説明書だ。全てここで作られている。,,"Aqui é onde nós criamos instruções.
Instruções para tudo. Tudo que já aconteceu com você, tudo que você já fez ou pensou em fazer. Foi tudo decidido aqui.","Здесь мы создаём инструкции. Инструкции для всего. Инструкции для всего, что с тобой происходило. Что ты когда-либо делала. Всё решалось здесь.",
"The Thrait woman's eyes looks angry, but mostly tired.","The Thrait woman's eyes looks angry, but mostly tired.","Los ojos de la mujer Thrait parecen irritados, pero más que nada cansados.","Les yeux de la Femme Rapiécée sont remplis de colère, mais surtout de fatigue. ",スレイト人女性の名から怒りを感じる・・・だが多分疲れているんだ。,"ტრეიტის თვალები გამოიყურება გაბრაზებულად, მაგრამ ძირითადად დაღლილად.","Os olhos da mulher Thrait parecem irritados, mas sobretudos cansados.","Во взгляде Трейта видна злость, но усталости в нём больше.",
[wave][center]Tell me or I'm not gonna give it back!,[wave][center]Tell me or I'm not gonna give it back!,,,[wave][center]教えないなら返さないぞ！,,[wave][center]Me fala ou eu não te dou de volta!,"[wave][center]Скажи, или не отдам!",
[wave][center]Secret?,[wave][center]Secret?,,,[wave][center]秘密？,,[wave][center]Segredo?,[wave][center]Секрет?,
"Cold and hard to the touch, the cloak is made of pig iron.","Cold and hard to the touch, the cloak is made of pig iron.","Frío y duro al tacto, el reloj está hecho de arrabio.","Dur et froid au toucher, son tissu est fait de fonte brute. ",冷たく硬い手触りのこのマントは銑鉄製だ。,"შესახებად ცივი და მყარია, მოსასხამი ღორის რკინისგან არის გაკეთებული.","Frio e duro ao toque, a capa é feita de ferro-gusa.",Холодный и твёрдый на ощупь чугунный плащ.,
"Feels like paper and wetness, you kind of like touching the symbolic man.","Feels like paper and wetness, you kind of like touching the symbolic man.",Se siente como papel y humedad. En cierta forma te gusta tocar al hombre simbólico.,"Sens comme du papier et de l'humidité, tu aimes bien toucher l'homme symbole. ",紙みたいな感触だ。そして湿っている。シンボル化された男を触った感じ、嫌いではない。,"ქაღალდის და სისველის გრძნობა აქვს, შენ მოგწონს სიმბოლური კაცის შეხება.","Sente-se como se fosse de papel e molhado, você até gosta de tocar o homem simbólico.","На ощупь как бумага и влага, тебе отчасти нравится трогать символичного мужчину.",
"[wave]Real World Tip:
Have you ever tried asking what your father's true name is? You might be surprised!","[wave]Real World Tip:
Have you ever tried asking what your father's true name is? You might be surprised!","[wave]Consejo del Mundo Real:
¿Alguna vez intentaste preguntarle a tu padre su verdadero nombre? ¡Tal vez te sorprendas!","[wave]Conseil pour le Monde Réel : 
A tu déjà demandé à ton père quel était son vrai prénom ? Tu pourrais être surprise ! ","[wave]現実世界ヒント：
お父さんの本当の名前を聞いてみたことはあるか？驚くかもしれないぞ！","[wave]ნამდვილი სამყაროს მინიშნება:
გიცდია კითხვა თუ რა არის მამაშენის ნამდვილი სახელი? შეიძლება გაგიკვირდეს!","[wave]Dica do Mundo Real: 
Você já tentou perguntar qual é o nome real do seu pai? Você pode se supreender!","[wave]Подсказка для Реального Мира: 
Пробовали когда-нибудь спросить вашего отца о его настоящем имени? Результат может вас удивить!
",
[center]I had a dream the other night!,[center]I had a dream the other night!,,,[center]こないだ夢を見たんだ！,,[center]Eu tive um sonho noite passada!,[center]Недавно у меня был сон!,
